ID,Severity,Weather_Condition,Sunrise_Sunset,start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal
A-3618483,4,Clear,Night,20,5,6,360.0,1.625,84.9,10.0,0,0,0,0,0,0,0
A-3645080,3,Clear,Day,16,7,3,360.0,0.0,80.1,10.0,0,0,0,0,0,0,0
A-3614268,2,Light Drizzle,Day,14,5,4,360.0,0.499,57.0,2.0,0,0,0,0,0,0,0
A-3653731,2,Cloudy,Day,15,3,1,236.4,0.355,50.0,4.0,0,0,0,0,0,0,0
A-3651398,2,Haze,Day,19,3,2,130.36666666666667,1.254,32.0,6.0,0,0,0,0,0,0,0
A-3616864,2,Overcast,Day,6,5,1,360.0,0.0,69.1,10.0,0,0,0,0,0,0,0
A-3637292,2,Partly Cloudy,Day,15,6,0,360.0,0.221,73.9,10.0,0,0,0,0,0,0,0
A-3621715,2,Clear,Day,17,5,3,360.0,0.1369999999999999,70.0,10.0,0,0,0,1,0,0,0
A-3656603,2,Fair,Night,21,3,0,78.0,0.02,65.0,10.0,0,0,0,0,0,0,1
A-3630863,4,Mostly Cloudy,Night,0,6,1,360.0,2.407,69.8,10.0,0,0,0,0,0,0,0
A-3675070,2,Mostly Cloudy,Day,16,3,4,57.36666666666667,2.041,45.0,10.0,0,0,0,1,0,0,0
A-3633793,3,Light Rain,Day,13,6,4,360.0,0.975,80.1,10.0,0,0,0,1,0,0,0
A-3652003,2,Fair,Night,23,3,5,129.71666666666667,0.075,47.0,10.0,0,0,0,0,0,0,0
A-3803987,2,Fair,Day,15,1,2,138.65,0.03,73.0,10.0,0,0,0,0,0,0,0
A-3808497,2,Fair,Night,17,12,4,77.15,0.048,66.0,10.0,0,0,0,0,0,0,0
A-3747711,2,Fair,Night,21,4,6,122.73333333333333,0.1689999999999999,68.0,10.0,0,0,1,0,0,0,1
A-3804976,2,Fair,Night,18,11,2,93.73333333333333,0.112,45.0,10.0,0,0,0,0,0,0,0
A-3821408,2,Fair,Day,14,9,0,83.56666666666666,0.305,108.0,10.0,0,0,0,0,0,0,0
A-3804706,2,Fair,Day,8,4,1,77.66666666666667,0.189,46.0,10.0,0,0,0,0,0,0,0
A-3812356,2,Fair,Day,16,12,0,29.5,0.888,36.0,10.0,0,0,0,0,0,0,0
A-3809241,2,Fair,Day,15,2,3,133.21666666666667,0.021,60.0,10.0,0,0,0,0,0,0,0
A-3788916,2,Cloudy,Day,13,2,5,32.0,0.286,46.0,10.0,0,0,0,0,0,0,0
A-3778150,2,Fair,Night,20,6,2,53.0,0.83,81.0,10.0,0,0,0,0,0,0,0
A-3755613,2,Mostly Cloudy,Day,18,4,4,128.48333333333332,0.115,84.0,10.0,0,0,0,0,0,0,0
A-3770152,2,Light Snow,Day,12,1,5,278.5,4.982,19.0,1.0,0,0,0,0,0,0,0
A-3773108,2,Cloudy,Night,17,1,3,160.43333333333334,0.969,38.0,4.0,0,0,0,0,0,0,0
A-3744460,2,Fair,Day,12,12,3,126.23333333333333,0.063,67.0,10.0,0,0,0,1,0,0,0
A-3748278,2,Cloudy,Night,6,10,3,41.0,1.49,66.0,5.0,0,0,0,0,0,0,0
A-3817086,2,Fair,Day,8,2,0,215.38333333333333,0.141,28.0,10.0,0,0,1,0,1,1,0
A-3727824,2,Fair,Day,12,4,1,121.15,0.436,68.0,13.0,0,0,0,0,0,0,0
A-3729453,2,Mostly Cloudy,Day,16,11,5,206.55,4.086,80.0,10.0,0,0,0,0,0,0,0
A-3791285,2,Light Snow,Night,23,2,1,131.18333333333334,0.064,34.0,4.0,0,0,0,0,0,0,0
A-3797371,2,Fair,Day,15,2,5,122.71666666666667,0.297,79.0,10.0,0,0,0,0,0,0,0
A-3793058,2,Partly Cloudy,Day,6,7,1,79.86666666666666,0.165,63.0,9.0,0,0,1,0,0,0,0
A-3730195,2,Fair,Night,18,2,3,121.4,0.119,73.0,10.0,0,0,0,0,0,0,0
A-3808613,2,Fair,Day,10,12,0,80.31666666666666,5.684,57.0,10.0,0,0,0,0,0,0,0
A-3747292,2,Partly Cloudy,Day,7,7,4,58.733333333333334,0.013,72.0,10.0,0,0,1,0,0,0,1
A-3769334,2,Wintry Mix,Day,16,2,3,125.6,0.381,37.0,10.0,0,0,0,0,0,0,0
A-3742695,2,Fair,Day,9,1,1,77.63333333333334,8.347999999999999,34.0,4.0,0,0,0,0,0,0,0
A-3817020,2,Partly Cloudy,Day,16,6,4,79.23333333333333,1.45,77.0,10.0,0,0,0,1,0,0,0
A-3823323,2,Light Snow,Day,16,1,2,101.1,0.083,33.0,1.0,0,0,0,0,0,0,0
A-3821146,2,Fair,Night,18,2,6,88.63333333333334,7.576,68.0,10.0,0,0,0,0,0,0,0
A-3757050,2,Fair,Night,23,3,6,102.01666666666667,0.023,42.0,10.0,0,0,0,0,0,0,1
A-3807325,2,Fair,Day,12,12,6,99.65,0.19,61.0,10.0,0,0,0,0,0,0,0
A-3813297,2,Cloudy,Day,16,4,6,136.5,1.863,76.0,10.0,0,0,0,0,0,0,0
A-3744644,2,Light Rain,Day,16,7,6,45.0,0.421,78.0,10.0,0,0,0,0,0,0,0
A-3764698,2,Partly Cloudy,Day,16,3,2,125.98333333333333,0.113,83.0,10.0,0,0,1,0,0,0,0
A-3743417,2,Fair,Day,15,4,2,122.98333333333333,0.108,88.0,10.0,0,0,0,0,0,0,0
A-3756450,2,Partly Cloudy,Day,8,8,1,82.38333333333334,0.023,74.0,10.0,0,0,0,0,0,0,0
A-3797983,2,Fair,Night,20,6,4,32.0,3.705,63.0,10.0,0,0,0,0,0,0,0
A-3739185,2,Cloudy,Night,5,1,6,75.85,0.0819999999999999,52.0,10.0,0,0,0,0,0,0,0
A-3825291,2,Partly Cloudy,Day,17,11,1,75.13333333333334,0.165,58.0,7.0,0,0,0,0,0,0,0
A-3743949,2,Haze,Day,7,4,2,130.33333333333334,0.373,57.0,6.0,0,0,0,0,0,0,0
A-3747638,2,Fair,Day,16,1,1,124.71666666666667,0.084,39.0,10.0,0,0,0,0,0,0,0
A-3817965,2,Fair,Night,6,9,3,79.6,1.002,67.0,8.0,0,0,0,0,0,0,0
A-3768158,4,Light Snow,Night,19,12,4,243.9,0.199,32.0,1.0,0,0,0,1,0,0,0
A-3759710,2,Cloudy,Night,21,10,4,141.85,0.162,63.0,3.0,0,0,0,0,0,0,0
A-3753221,2,Fair,Day,13,7,4,102.0,2.362,92.0,10.0,0,0,0,0,0,0,0
A-3807459,4,Light Rain,Day,11,9,5,261.73333333333335,1.818,66.0,7.0,0,0,0,0,0,0,0
A-3779768,2,Haze,Day,13,4,3,76.18333333333334,0.0069999999999999,91.0,7.0,0,0,0,0,0,0,0
A-3803762,2,Mostly Cloudy,Day,13,7,0,14.0,1.031,87.0,10.0,0,0,0,0,0,0,0
A-3732448,2,Mostly Cloudy,Day,15,10,5,100.38333333333334,0.037,75.0,10.0,0,0,0,0,0,1,0
A-3813560,2,Mostly Cloudy,Night,17,1,1,46.0,4.773,39.0,10.0,0,0,0,0,0,0,0
A-3763754,2,Fair,Day,15,3,1,1045.9666666666667,0.179,65.0,10.0,0,0,0,0,0,1,0
A-3740043,2,Cloudy,Night,20,7,5,77.26666666666667,0.659,81.0,10.0,0,0,0,0,0,0,0
A-3763676,2,Light Rain,Day,12,4,0,132.85,0.149,78.0,10.0,0,0,0,0,0,0,0
A-3798775,2,Partly Cloudy,Day,14,5,1,77.03333333333333,4.41,88.0,10.0,0,0,0,0,0,0,0
A-3782479,2,Fair,Night,2,2,6,81.11666666666666,1.629,17.0,10.0,0,0,0,0,0,0,0
A-3767683,2,Light Rain,Day,8,3,3,163.21666666666667,0.152,41.0,3.0,0,0,0,0,0,0,0
A-3822125,2,Cloudy,Night,1,5,4,78.88333333333334,0.118,61.0,4.0,0,0,0,0,0,1,0
A-3801938,2,Fair,Night,20,1,5,140.01666666666668,0.397,55.0,10.0,0,0,0,0,0,0,0
A-3826515,2,Partly Cloudy,Day,17,4,1,143.51666666666668,0.092,77.0,10.0,0,0,0,0,0,0,0
A-3728257,2,Fair,Day,15,6,2,10.5,0.352,100.0,7.0,0,0,0,0,0,0,0
A-3812969,2,Fair,Day,15,1,2,135.9,0.053,45.0,10.0,0,0,1,0,1,0,0
A-3789925,2,Fair,Night,17,12,3,116.5,1.658,28.0,6.0,0,0,0,0,0,0,0
A-3760196,2,Cloudy,Night,3,1,6,79.56666666666666,0.235,52.0,10.0,0,0,0,0,0,0,0
A-3810538,2,Fair,Night,5,7,0,298.5,3.225,75.0,10.0,0,0,0,0,0,0,0
A-3764252,2,Fair,Day,9,12,2,67.5,3.278,50.0,10.0,0,0,0,0,0,0,0
A-3806742,2,Fair,Day,17,4,3,78.83333333333333,0.398,59.0,10.0,0,0,0,0,0,0,0
A-3788198,2,Fair,Day,16,9,0,76.38333333333334,0.06,72.0,10.0,0,0,0,0,0,0,0
A-3773981,2,Fair,Day,15,5,4,77.2,0.051,93.0,10.0,0,0,0,0,0,0,0
A-3756094,2,Fair,Day,13,11,1,296.0,8.296,56.0,10.0,0,0,0,0,0,0,0
A-3812821,2,Mostly Cloudy / Windy,Day,16,4,0,20.0,0.265,69.0,10.0,0,0,0,0,0,0,0
A-3728260,2,Fair,Night,6,12,2,127.8,0.19,35.0,3.0,0,0,0,0,0,0,0
A-3758890,2,Cloudy,Day,15,1,1,78.71666666666667,0.578,37.0,10.0,0,0,0,0,0,0,0
A-3792462,2,Fair,Day,12,9,5,63.61666666666667,1.475,93.0,10.0,0,0,0,0,0,0,0
A-3742338,2,Cloudy,Day,14,3,4,130.3,0.216,58.0,10.0,0,0,0,0,0,0,0
A-3745764,2,Partly Cloudy,Night,19,1,3,76.98333333333333,0.05,72.0,10.0,0,0,0,0,0,0,0
A-3761556,2,Fair,Night,4,2,5,79.28333333333333,0.231,19.0,10.0,0,0,0,0,0,0,0
A-3778035,2,Partly Cloudy,Day,10,5,6,78.0,0.48,69.0,10.0,0,0,0,0,0,0,0
A-3794788,2,Fair,Night,20,11,5,75.91666666666667,0.12,73.0,10.0,0,0,1,0,0,0,0
A-3827540,4,Cloudy,Day,17,6,3,76.28333333333333,1.099,76.0,10.0,0,0,0,0,0,0,0
A-3762403,2,Fair,Day,16,2,2,131.36666666666667,0.095,37.0,10.0,0,0,0,1,0,0,0
A-3762031,2,Mostly Cloudy,Day,14,6,3,123.35,0.198,91.0,10.0,1,0,1,0,0,0,0
A-3791753,2,Fair,Day,10,7,3,78.78333333333333,0.488,90.0,10.0,0,0,0,0,0,0,0
A-3732010,2,Partly Cloudy,Day,14,1,6,75.01666666666667,0.012,58.0,10.0,0,0,1,0,0,0,1
A-3797311,2,Light Rain,Day,8,4,2,127.13333333333334,0.303,48.0,10.0,0,0,0,0,0,0,0
A-3814784,2,Fair,Night,23,7,3,128.08333333333334,0.737,64.0,10.0,0,0,0,0,0,0,0
A-3827930,2,Fair,Day,14,3,4,103.91666666666667,0.374,86.0,7.0,0,0,1,0,0,0,0
A-3782030,2,Fair,Day,15,5,5,122.05,0.131,90.0,10.0,0,0,1,0,0,0,0
A-3815445,2,Fair,Day,15,7,6,23.483333333333334,1.082,81.0,10.0,0,0,0,0,0,0,0
A-3793261,2,Fair,Day,10,7,3,79.6,0.037,88.0,10.0,0,0,0,0,0,0,0
A-3758641,2,Fair,Night,0,1,0,14.0,0.602,33.0,10.0,0,0,0,0,0,0,0
A-3777249,2,Haze,Day,16,11,6,77.53333333333333,0.1639999999999999,79.0,6.0,0,0,0,0,0,0,0
A-3785351,4,Mostly Cloudy,Day,11,7,2,285.0,0.807,86.0,10.0,0,0,0,0,0,0,0
A-3743480,2,Mostly Cloudy,Day,16,2,4,136.5,0.429,64.0,10.0,0,0,0,0,0,0,0
A-3747813,2,Mostly Cloudy,Day,14,11,3,49.5,3.239,76.0,10.0,0,0,0,0,0,0,0
A-3820324,2,Fair,Day,15,6,1,125.75,0.025,88.0,10.0,0,0,0,0,0,0,0
A-3820369,2,Fair,Day,12,10,4,78.96666666666667,0.049,87.0,10.0,0,0,0,0,0,0,0
A-3809673,2,Fair,Day,15,1,1,128.13333333333333,0.907,58.0,10.0,0,0,0,0,0,0,0
A-3783431,2,Fair,Day,12,8,4,100.15,0.8809999999999999,90.0,10.0,0,0,0,0,0,0,0
A-3757781,2,Fair / Windy,Day,15,4,3,126.2,0.157,59.0,10.0,0,0,0,0,0,0,0
A-3799452,2,Cloudy,Night,22,1,1,82.2,0.7020000000000001,34.0,10.0,0,0,0,0,0,0,0
A-3780545,2,Fair,Day,16,8,3,80.33333333333333,0.202,90.0,10.0,0,0,0,0,0,0,0
A-3816728,2,Heavy Rain,Day,16,1,6,80.0,2.238,58.0,0.75,0,0,0,0,0,0,0
A-3810702,2,Rain,Day,18,4,3,143.16666666666666,0.181,71.0,10.0,0,0,0,0,0,0,0
A-3793529,2,Fair,Night,23,6,0,80.78333333333333,0.7659999999999999,69.0,10.0,0,0,0,0,0,0,0
A-3787785,2,Fair,Day,18,8,4,41.5,1.577,76.0,10.0,0,0,0,1,0,0,0
A-3772980,2,Cloudy,Day,9,2,1,21.5,0.593,66.0,10.0,0,0,0,0,0,0,0
A-3767515,2,Fair,Night,0,5,6,77.43333333333334,0.353,56.0,8.0,0,0,0,0,0,0,0
A-3741738,2,Cloudy,Day,12,1,4,132.26666666666668,0.398,45.0,10.0,0,0,0,0,0,0,0
A-3822203,2,Fair,Day,7,1,4,75.5,1.965,20.0,10.0,0,0,0,0,0,0,0
A-3818274,2,Fair,Day,9,3,5,26.0,0.347,48.0,10.0,0,0,0,0,0,0,0
A-3809470,2,Fair,Day,16,8,2,136.95,1.689,73.0,10.0,0,0,0,0,0,0,0
A-3824237,2,Fair,Night,23,4,5,81.05,0.498,54.0,10.0,0,0,0,0,0,0,0
A-3817792,2,Fair,Day,17,11,2,98.5,0.11,43.0,10.0,0,0,0,0,0,0,0
A-3783329,2,Fair,Day,11,1,5,41.0,2.021,60.0,10.0,0,0,0,0,0,0,0
A-3801891,2,Fair,Day,17,10,5,48.916666666666664,0.721,75.0,10.0,0,0,0,0,0,0,0
A-3794480,2,Mostly Cloudy,Night,22,12,4,78.01666666666667,0.772,29.0,10.0,0,0,0,0,0,0,0
A-3793720,2,Fair,Day,9,2,0,359.98333333333335,0.027,65.0,10.0,0,0,1,0,0,0,1
A-3756025,2,Partly Cloudy,Day,17,8,0,63.0,0.506,88.0,10.0,0,0,1,0,1,0,0
A-3769938,2,Fair,Day,16,6,1,140.0,6.425,101.0,10.0,0,0,0,0,0,0,0
A-3814919,2,Mostly Cloudy,Day,9,5,2,122.96666666666667,0.1,59.0,10.0,0,0,1,0,0,0,1
A-3810926,2,Fair,Night,22,8,0,217.56666666666666,2.176,75.0,10.0,0,0,0,0,0,0,0
A-3766583,2,Cloudy,Night,19,9,6,11.0,0.467,71.0,10.0,0,0,0,0,0,0,0
A-3820066,2,Fair,Day,11,7,4,1485.8666666666666,0.061,92.0,10.0,0,0,0,0,0,1,0
A-3790951,2,Haze / Windy,Day,11,12,3,80.38333333333334,0.21,43.0,4.0,0,0,0,0,0,0,0
A-3812696,2,Cloudy,Day,7,4,1,226.65,0.149,39.0,10.0,0,0,0,0,0,0,0
A-3767867,2,Fair,Night,18,2,5,82.3,0.068,69.0,10.0,0,0,0,0,0,0,1
A-3806761,2,Fair,Day,11,1,6,78.61666666666666,0.048,64.0,7.0,0,0,0,0,0,0,0
A-3759563,2,Fair,Day,7,4,1,125.5,3.843,53.0,10.0,0,0,0,0,0,0,0
A-3742759,2,Partly Cloudy,Day,15,2,4,27.5,0.181,64.0,10.0,0,0,1,0,0,1,0
A-3767319,2,Fair,Day,17,1,0,79.3,0.083,63.0,10.0,0,0,0,0,0,0,0
A-3776650,2,Cloudy,Day,13,11,2,131.38333333333333,1.902,44.0,10.0,0,0,0,0,0,0,0
A-3811945,2,Fair,Day,10,1,1,99.4,0.03,42.0,10.0,0,0,0,0,0,0,0
A-3769490,2,Fair / Windy,Day,15,8,0,199.45,4.4830000000000005,87.0,10.0,0,0,0,0,0,0,0
A-3767618,2,Fair,Day,13,6,2,267.96666666666664,0.078,81.0,10.0,0,0,1,1,0,0,0
A-3816273,2,Fair,Day,8,8,4,703.4333333333333,3.608,77.0,10.0,0,0,0,0,0,0,0
A-3754203,2,Light Snow,Day,9,2,3,89.98333333333333,1.5830000000000002,16.0,4.0,0,0,0,0,0,0,0
A-3795598,2,Fair,Day,17,1,0,20.583333333333332,0.309,60.0,10.0,0,0,1,0,0,0,0
A-3826529,2,Fair,Night,17,11,3,23.4,0.415,37.0,10.0,0,0,0,0,0,0,0
A-3824038,2,Light Rain,Day,14,1,6,80.23333333333333,0.015,46.0,1.0,0,0,0,0,0,0,1
A-3732742,2,Fair,Night,4,8,3,21.0,0.483,61.0,10.0,0,0,0,0,0,0,0
A-3732948,2,Mostly Cloudy,Night,17,1,1,43.0,1.876,47.0,10.0,0,0,0,0,0,0,0
A-3743597,2,Fair,Day,16,4,0,130.06666666666666,0.206,80.0,10.0,0,0,0,0,0,0,0
A-3773587,2,Partly Cloudy,Night,17,1,3,108.5,2.9760000000000004,18.0,10.0,0,0,0,0,0,0,0
A-3740689,2,Fair,Day,16,9,3,78.25,0.023,84.0,10.0,0,0,0,0,0,0,0
A-3762255,2,Mostly Cloudy,Night,17,1,4,1519.2666666666667,0.187,47.0,10.0,0,0,0,0,0,0,0
A-3821741,2,Cloudy,Day,7,1,2,37.5,0.469,33.0,10.0,0,0,0,0,0,0,0
A-3733049,2,Partly Cloudy,Night,21,8,4,93.45,1.546,79.0,10.0,0,0,0,0,0,0,0
A-3781017,2,Light Rain,Day,5,6,3,133.0,1.564,67.0,5.0,0,0,0,0,0,0,0
A-3791029,2,Mostly Cloudy,Day,14,12,5,425.0,6.093,49.0,10.0,0,0,0,0,0,0,0
A-3735766,2,Fog,Day,7,12,2,80.63333333333334,0.104,57.0,0.0,0,0,0,0,0,0,0
A-3811288,2,Fair,Day,6,6,1,78.76666666666667,0.111,45.0,10.0,0,0,0,0,0,0,0
A-3818772,2,Fair,Day,15,9,5,246.88333333333333,3.56,73.0,10.0,0,0,0,0,0,0,0
A-3769727,2,Fair,Night,0,8,0,75.0,0.047,80.0,10.0,0,0,0,0,0,0,0
A-3728549,2,Mostly Cloudy,Night,5,9,5,125.91666666666667,0.051,79.0,10.0,0,0,0,0,0,0,0
A-3826892,2,Mostly Cloudy,Day,16,11,4,144.26666666666668,1.124,45.0,10.0,0,0,0,0,0,0,0
A-3811383,2,Partly Cloudy / Windy,Day,16,5,0,75.0,0.071,84.0,10.0,0,0,0,0,0,0,0
A-3741727,2,Partly Cloudy,Day,13,12,5,75.81666666666666,0.005,83.0,10.0,0,0,0,0,0,0,1
A-3808202,2,Cloudy,Day,11,4,0,102.01666666666667,2.801,45.0,5.0,0,0,0,0,0,0,0
A-3759115,2,Cloudy,Day,14,2,0,135.25,0.109,79.0,10.0,0,0,1,0,0,0,0
A-3741601,2,Fair,Night,6,1,3,80.71666666666667,1.057,40.0,10.0,0,0,0,0,0,0,0
A-3768990,2,Light Rain,Day,18,4,3,1402.0,0.983,47.0,5.0,0,0,1,0,0,0,1
A-3794923,2,Fair,Night,21,5,2,142.08333333333334,1.57,64.0,10.0,0,0,0,0,0,0,0
A-3806622,2,Fair,Day,10,7,5,38.5,3.551,69.0,10.0,0,0,0,0,0,0,0
A-3752264,2,Cloudy,Day,7,10,0,68.56666666666666,1.02,58.0,10.0,0,0,0,1,0,0,0
A-3751297,2,Partly Cloudy,Day,11,8,4,83.03333333333333,0.039,81.0,10.0,0,0,0,0,0,0,0
A-3826002,2,Fair,Day,11,4,2,153.3,0.13,82.0,10.0,0,0,0,0,0,0,0
A-3750872,2,Fair,Night,17,1,5,21.0,0.55,51.0,10.0,0,0,0,0,0,0,0
A-3730939,2,Fair,Night,18,2,1,60.03333333333333,0.475,69.0,10.0,0,0,0,0,0,0,0
A-3770005,2,Mostly Cloudy,Day,9,4,5,82.9,5.202999999999999,65.0,10.0,0,0,0,0,0,0,0
A-3777254,2,Fog,Day,17,10,2,153.3,0.311,57.0,2.0,0,0,0,0,0,0,0
A-3750387,2,Partly Cloudy,Day,15,7,2,75.35,2.679,79.0,10.0,0,0,0,1,0,0,0
A-3749192,2,Fair,Day,7,2,2,125.21666666666667,0.142,-2.0,10.0,0,0,0,0,0,0,0
A-3814604,4,Fair,Night,20,10,0,77.28333333333333,0.038,44.0,10.0,0,0,0,0,0,0,0
A-3816505,2,Mostly Cloudy,Day,19,6,3,78.45,0.02,84.0,10.0,0,0,1,0,0,0,1
A-3757747,2,Mostly Cloudy,Day,11,12,5,78.01666666666667,0.065,45.0,10.0,0,0,0,0,0,0,1
A-3820897,2,Partly Cloudy,Day,8,12,3,80.66666666666667,0.128,36.0,10.0,0,0,1,0,0,1,0
A-3796627,2,Fair,Day,14,9,5,335.55,2.5860000000000003,75.0,10.0,0,0,0,0,0,0,0
A-3792657,2,Fair,Day,15,5,1,129.63333333333333,0.139,86.0,10.0,0,0,0,0,0,0,0
A-3779100,2,Fair,Night,21,8,6,127.68333333333334,0.466,73.0,10.0,0,0,0,1,0,0,0
A-3754656,2,Fair,Day,13,7,0,335.5,4.923,85.0,10.0,0,0,0,1,0,0,0
A-3778039,2,Partly Cloudy,Day,13,2,0,143.66666666666666,0.22,82.0,10.0,0,0,0,0,0,0,0
A-3770746,2,Fair,Day,18,9,3,79.61666666666666,0.122,73.0,10.0,0,0,0,0,0,0,0
A-3756976,2,Fair,Day,16,8,0,153.31666666666666,1.083,79.0,10.0,0,0,0,0,0,0,0
A-3783423,2,Fair,Day,14,1,5,124.55,0.105,52.0,10.0,0,0,0,0,0,0,0
A-3763451,2,Partly Cloudy,Day,7,9,4,96.16666666666667,4.479,75.0,10.0,0,0,0,0,0,0,0
A-3784453,2,Cloudy,Day,14,5,1,37.31666666666667,0.093,82.0,10.0,0,0,0,0,0,0,0
A-3807581,2,Fair,Day,15,7,2,26.466666666666665,2.207,87.0,10.0,0,0,0,1,0,0,0
A-3733190,2,Partly Cloudy,Day,18,10,3,75.0,0.008,73.0,10.0,0,0,0,0,0,0,1
A-3798373,2,Fair,Night,6,9,5,75.58333333333333,0.075,77.0,10.0,0,0,0,0,0,0,0
A-3798894,2,Fair,Day,15,4,4,78.03333333333333,0.722,69.0,10.0,0,0,0,0,0,0,0
A-3784128,2,Mostly Cloudy,Day,16,12,0,80.03333333333333,0.122,76.0,10.0,0,0,0,0,0,0,0
A-3739872,2,Fair,Day,16,9,4,76.61666666666666,0.064,82.0,10.0,0,0,0,0,0,0,0
A-3784935,4,Fair,Day,8,1,2,121.05,0.135,27.0,10.0,0,0,0,0,0,0,0
A-3747847,2,Fair,Day,15,12,4,80.56666666666666,0.146,53.0,10.0,0,0,0,0,0,0,0
A-3797274,2,Cloudy,Day,8,1,2,321.5833333333333,0.13,50.0,10.0,0,0,0,0,0,0,0
A-3778533,2,Mostly Cloudy,Day,11,7,6,237.0,1.362,65.0,10.0,0,0,0,0,0,0,0
A-3819112,2,Fair,Day,16,11,1,116.21666666666667,1.109,75.0,10.0,0,0,0,1,0,0,0
A-3780976,2,Fair,Day,15,9,3,172.93333333333334,7.585,81.0,10.0,0,0,0,1,0,0,0
A-3758894,2,Fair,Day,17,3,0,130.6,0.086,83.0,10.0,0,0,0,0,0,0,0
A-3762526,2,Fair,Day,7,9,1,80.83333333333333,0.648,76.0,10.0,0,0,0,1,0,0,0
A-3743105,2,Fair,Day,14,8,3,151.73333333333332,1.722,78.0,10.0,0,0,0,0,0,0,0
A-3755832,2,Fair,Day,7,2,4,180.98333333333332,0.391,73.0,10.0,0,0,0,0,0,0,0
A-3774157,2,Fair,Day,19,6,6,79.81666666666666,0.929,69.0,,0,0,0,0,0,0,0
A-3763027,2,Mostly Cloudy / Windy,Day,18,6,4,75.76666666666667,0.022,77.0,10.0,0,0,0,0,0,0,0
A-3738323,2,Cloudy,Day,17,5,2,122.71666666666667,0.469,64.0,10.0,0,0,0,0,0,0,0
A-3819531,2,Partly Cloudy,Day,14,9,2,129.06666666666666,0.184,68.0,10.0,0,0,0,0,0,0,0
A-3728372,2,Cloudy,Day,12,1,6,79.6,0.126,63.0,10.0,0,0,0,0,0,0,0
A-3806015,2,Light Rain,Day,17,9,4,87.05,1.216,63.0,9.0,0,0,0,0,0,0,0
A-3764058,2,Partly Cloudy,Night,17,12,4,100.73333333333333,4.975,76.0,10.0,0,0,0,0,0,0,0
A-3793531,2,Cloudy,Day,7,11,3,79.16666666666667,0.075,61.0,10.0,0,0,0,0,0,0,0
A-3738817,2,Cloudy,Night,17,12,4,75.1,0.5820000000000001,50.0,10.0,0,0,0,0,0,0,0
A-3731938,2,Fair,Night,23,12,2,21.0,1.664,57.0,10.0,0,0,0,0,0,0,0
A-3728504,4,Mostly Cloudy,Day,13,9,4,153.0,0.031,90.0,10.0,0,0,0,0,0,0,0
A-3766103,2,Partly Cloudy,Day,14,7,3,119.0,1.716,81.0,10.0,0,0,0,0,0,0,0
A-3817539,2,Cloudy,Night,6,1,2,110.08333333333333,0.601,42.0,10.0,0,0,0,0,0,0,0
A-3757152,2,Fair,Day,17,4,4,25.016666666666666,0.324,73.0,10.0,0,0,0,0,0,0,0
A-3778637,2,Mostly Cloudy,Day,15,11,5,26.366666666666667,1.4169999999999998,76.0,10.0,0,0,0,0,0,0,0
A-3761632,2,Fair,Day,10,2,5,10.5,0.8340000000000001,61.0,10.0,0,0,0,0,0,0,0
A-3786885,2,Fair,Night,20,2,0,76.28333333333333,0.0069999999999999,60.0,10.0,0,0,0,0,0,0,0
A-3754928,2,Mostly Cloudy,Day,16,3,0,124.78333333333333,0.112,51.0,10.0,0,0,0,0,0,0,0
A-3764871,2,Fair,Night,22,6,1,130.36666666666667,1.529,73.0,10.0,0,0,0,0,0,0,0
A-3727948,2,Cloudy,Night,4,8,0,87.7,0.379,72.0,9.0,0,0,0,0,0,0,0
A-3736622,2,Fair,Night,21,12,4,130.11666666666667,0.091,41.0,10.0,0,0,0,0,0,0,0
A-3742815,2,Fair,Night,20,12,5,155.0,2.458,57.0,10.0,0,0,0,1,0,0,0
A-3810333,2,Light Rain,Day,10,7,5,114.5,0.693,68.0,7.0,0,0,0,0,0,0,0
A-3812728,2,Fair,Day,16,6,0,144.65,0.138,81.0,10.0,0,0,0,0,0,0,0
A-3730214,2,Fair,Night,0,12,0,16.0,0.134,30.0,10.0,0,0,0,0,0,0,0
A-3764362,2,Partly Cloudy,Day,11,4,0,75.9,0.049,82.0,10.0,0,0,0,0,0,0,0
A-3766854,2,Fair,Day,9,1,2,75.0,0.125,60.0,10.0,0,0,0,0,0,0,0
A-3786372,2,Fair,Night,18,1,6,131.43333333333334,0.027,50.0,10.0,0,0,0,0,0,0,0
A-3782899,2,Mostly Cloudy,Night,18,12,4,39.06666666666667,2.191,54.0,10.0,0,0,0,0,0,0,0
A-3747107,2,Haze,Day,11,6,2,126.6,0.043,71.0,6.0,0,0,0,0,0,0,0
A-3812261,2,Fair,Day,9,12,2,92.4,0.03,72.0,10.0,0,0,0,0,0,0,0
A-3754879,2,Fair,Day,17,6,6,80.53333333333333,0.047,88.0,10.0,0,0,0,0,0,0,0
A-3734873,2,Fair,Day,7,12,4,121.35,0.059,41.0,10.0,0,0,0,0,0,0,0
A-3734888,2,Fair,Night,19,1,3,125.28333333333333,0.287,35.0,10.0,0,0,0,0,0,0,0
A-3773495,2,Fair,Day,18,7,5,78.16666666666667,0.026,101.0,10.0,0,0,0,0,0,0,0
A-3729663,2,Fair,Day,14,2,2,130.26666666666668,0.206,66.0,10.0,0,0,0,0,0,0,0
